tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,target
hanging mention checking awesome new iphone app ask around sxsw mention six lounge w 10 others link,Positive emotion,0.0
playing fave new iphone app mention wow rock sxsw next week,Positive emotion,0.0
dancing google 80s party aint truth need girl mention joint sxsw link,Positive emotion,0.0
keep new japan quake iphone sxsw nhk world tv live link,Positive emotion,0.0
filming ipad much cooler lame iphone sxsw mention live show link,Positive emotion,0.0
playing ipad 2 black white sxsw link,Positive emotion,0.0
mayer admits google needs step onetoone customer service would set amazing precedent sxsw fh,Positive emotion,0.0
maybe little excited seeing bearcreatures iphone vs evo video er priorities sxsw,Positive emotion,0.0
exclusive apple ipad 2 review still better rest link bnet biz ipad2 apple sxsw ipad,Positive emotion,0.0
would give apple stock like mention slim link sxsw,Positive emotion,0.0
theyre giving away ipad 2s x boxes books mention sxsw techenvy,Positive emotion,0.0
netflix iphone app built quotridiculous deadlinequot big mistake techs part agree sxsw,Negative emotion,1.0
met jared android meetup sxsw big android fan link,Positive emotion,0.0
mention jealous love apple stores sxsw,Positive emotion,0.0
really enjoying changes gowalla 30 android looking forward seeing else amp foursquare sleeves sxsw,Positive emotion,0.0
googles js implementation pacmans game logic really cool seereally neat original game code recreated js sxsw,Positive emotion,0.0
mention checking iphone app nice check link fun sxsw,Positive emotion,0.0
mention gave great 15 minute preso designing android mccannsxsw sxsw,Positive emotion,0.0
mention got ipad sxsw apple store thank much,Positive emotion,0.0
mention got sxsw go iphone app link,Positive emotion,0.0
mention saw lax im heading sxsw wife iphone ipad download app freespeech mention,Positive emotion,0.0
mention started using android app totally killer service think youll huge sxsw hope servers ready,Positive emotion,0.0
sxsw starting ctia around corner googleio hop skip jump good time android fan,Positive emotion,0.0
mention synced ipad2 full apple joy sxsw,Positive emotion,0.0
mention html5 tshirt google saying easeljs favorite canvas library sxsw thanks brah,Positive emotion,0.0
great talk google doodles end hand printed signed doodles sxsw link,Positive emotion,0.0
weinschenk bankinnovation next battle going happen apple google verizon att great point totally agree sxsw,Positive emotion,0.0
32gb black atampt stock yes sxsw ipad2 austin apple,Positive emotion,0.0
sxsw talk mention ipad design great examples insights picking copy book link,Positive emotion,0.0
sxsw look blue hair ive got free android phone info stickers mention allhat3,Positive emotion,0.0
great talk mention designing good tapworthy ipad apps may actually pick book sxsw,Positive emotion,0.0
hollrback released sxsw iphone users grab app hollrbackcom mention,Positive emotion,0.0
first talk day ipad design headaches sxsw,Negative emotion,1.0
great talk using game mechanics get user engagement mention google rocked sxsw,Positive emotion,0.0
come check mention ipad app demos arms sxswparty mon link sxsw sxsw2011,Positive emotion,0.0
tech check podcast sxsw android passes blackberry big twitter fail link mention sxsw cnn,Positive emotion,0.0
tech check podcast south southwest android passes blackberry big twitter fail link sxsw cnn,Positive emotion,0.0
twoweek popup apple store downtown austin time sxsw ipad2 cool,Positive emotion,0.0
first book purchased new ipad mention quotthank economyquot cant wait crushit afternoon sxsw tye,Positive emotion,0.0
josh clark hate ipads back button heat million suns tapworthy sxsw,Negative emotion,1.0
josh clarks mention ipad ui talk fabulous full objective critiques insightful suggestions link sxsw,Positive emotion,0.0
join link friends ur city mention end sxsw wins ipad 2 cmon mention help mention chng world,Positive emotion,0.0
hannukah miracle morning uncharged iphone still 55 battery sxsw,Positive emotion,0.0
sounds like job sxsw rt mention detail new bomb iphone app would love early adopters link,Positive emotion,0.0
sounds like job sxsw detail new bomb iphone app would love early ado link,Positive emotion,0.0
sounds like buzz rebranded w inner circle rt mention google launch new social network quotcirclesquot link sxsw,Positive emotion,0.0
cant take hands iphone even charging zero juice left appleaddiction sxsw,Positive emotion,0.0
heat tracker cool heatmap iphone app overlay foursquare everything fire sxsw,Positive emotion,0.0
ipad2 takes sxsw line already halfway block around noon craziness via mention link,Positive emotion,0.0
google takes mantra dont evil heart yet pride products make guilty 7th deadly sin superbia sxsw,Negative emotion,1.0
apple marketing still impressive sxsw rtmention link,Positive emotion,0.0
got turkey rt mention random apple fan bought lunch everyone line sxsw popup apple store ipad2 cc mention,Positive emotion,0.0
really liking sxsw iphone app thanks making event app appears work well,Positive emotion,0.0
survival kit provided folks line sxsw apple store morning genius link,Positive emotion,0.0
mention know mention awesome ipad iphone app youll likely appreciate design also theyre giving free ts sxsw,Positive emotion,0.0
playhopskoch apple app store well android market getting ready rock sxsw,Positive emotion,0.0
quotdesktop publishing saved apple pagemaker gift godquot mention sxsw,Positive emotion,0.0
feel better 106 1st day mention sxsw ipad store sold everything except 64gig wifi white,Positive emotion,0.0
devices ipad one hang entire day sxsw 37 remaining others died hours ago,Positive emotion,0.0
new social network google news abuzz launch googlecircles sxsw,Positive emotion,0.0
new social network may debut sxsw google circles link eatdrinktweet done yet,Positive emotion,0.0
new social network may launch 2day quotgoogle launch major new social network called circles possibly today link sxsw\x89û\x9d,Positive emotion,0.0
msft panel touch interfaces shows bunch tablets ipad sxsw dontbehatin,Positive emotion,0.0
quotwill take time others catch ipadquot mention tapworthy sxsw,Positive emotion,0.0
super cool apples pop store sxsw office building link mention sxswi austin,Positive emotion,0.0
prizes sxsw apple products sigh,Negative emotion,1.0
2nd place fandango karaoke 1st prize 1 yr fandango tkts useless canada 2nd prize useful ipad sxsw,Positive emotion,0.0
whats laptop rt mention think may go ipad laptop today sxswi sxsw cont link,Positive emotion,0.0
josh clarks sxsw session ipad tablet development first note ipad leisure planning restful device tapworthy webvisions,Positive emotion,0.0
mention last least get copy stupid game plus iphone link also special sxsw price,Positive emotion,0.0
cool latest version google maps mobile 3d buildings sure theyve mapped aus detail yet sxsw,Positive emotion,0.0
mention launching gowalla 3 droid sxsw push 4square groupon link,Positive emotion,0.0
ipad 2 sold retail storesexcept sxsw pop store austin igottagetit,Positive emotion,0.0
ipad2 sold 70 went new buyers wow link via mention mention sxsw,Positive emotion,0.0
stock mophie juice packs apple temp store opens austin sxsw amp ipad 2 launch link via mention,Positive emotion,0.0
held new ipad envy baby still working well sxsw,Positive emotion,0.0
man google launch circles sxsw talk striking iron hot mention mention,Positive emotion,0.0
lovin apple amp ipad2 apple austin sxsw,Positive emotion,0.0
cant handle sxsw traffic rt mention dear mention app iphone sucked day crashing,Negative emotion,1.0
love google analytics thanks followers sxsw took time check new post,Positive emotion,0.0
double buzzing issue iphone ios 43 getting annoying news iphone may fly across room gr2l2 sxsw,Negative emotion,1.0
chris poole 4chan recommends google refrigerator magnet game cute shared experience game sxswmoot sxsw sxswi,Positive emotion,0.0
tech apple heads sxsw sets temporary store austin link,Positive emotion,0.0
quotapple elegant fascist company americaquot flipboard sxsw,Negative emotion,1.0
google launched next social media flop yet sxsw,Negative emotion,1.0
quotapple likes pay thats apple likesquot barry diller sxsw mention acc ballroom pic link,Negative emotion,1.0
google maps mobile demonstration rocked world sxsw uosxsw marissamayer,Positive emotion,0.0
wow google maps mobile v5 demo sxsw nice,Positive emotion,0.0
google name built gettinng stuff trying users see works marissagoogle sxsw,Positive emotion,0.0
tech apple opening popup store austin sxsw link,Positive emotion,0.0
gsdm google party hook sxsw link,Positive emotion,0.0
sxsw apple picked great venue launch new ipads,Positive emotion,0.0
cool apple sets 5000 sq ft temporary store sxsw sell ipad 2s link,Positive emotion,0.0
popup apple store opens sxsw love going right middle action link via mention,Positive emotion,0.0
sxsw apple store run day boo apple,Negative emotion,1.0
japan apple stores serve rallying point massive quake link entry friends house sxsw,Positive emotion,0.0
love google street maps getting idea everything relation austin convention center alamo drafthouse cinema sxsw,Positive emotion,0.0
cool apple open temporary store sxsw link sxsw,Positive emotion,0.0
nice apple open popup store sxsw across office link,Positive emotion,0.0
dear google photobooth sucks sxsw,Negative emotion,1.0
quotapple elegant fascist corporation america todayquot kara swisher sxsw flipboard,Negative emotion,1.0
google bing qampa panel like worlds expensive seo consultation sxsw,Positive emotion,0.0
temp appletore set sxsw yay link austin tech,Positive emotion,0.0
learn design headaches ipad sxsw,Negative emotion,1.0
ready learn quotdesigning ipad interfaces new navigation schemasquot sxsw uxdes,Positive emotion,0.0
plane leaving sxsw never seen many apple devices one plane,Positive emotion,0.0
google celebrating pi day style sxsw link,Positive emotion,0.0
spark selected finalist team android choice awards youre austin 3 13 please come amp support link sxsw,Positive emotion,0.0
yeah googlegays get sxswsex mention popular gay dating app grindr android link grindr sxsw,Positive emotion,0.0
barry diller says ipadonly magazines like daily dont make sense link sxsw,Negative emotion,1.0
barry diller says youre silly write content one form factor apple like get money sxsw,Negative emotion,1.0
barry diller truly emotional thing ipad harlow ipad2 diller quotits betterquot sxsw,Positive emotion,0.0
barry dillers pragmatic straight forward nice looks like wants us grab pitchforks vs apple sxsw,Negative emotion,1.0
mention lets go apple store score ipad sxsw widfy,Positive emotion,0.0
sxsw go lets rate amp review sessions although experience iphone bit torturous,Negative emotion,1.0
clever ipad2 comes first day sxsw pop apple store right indoor town austin clever,Positive emotion,0.0
aron pilhofer new york times endorsed html ipad newsapps sxsw asked us tweet actually said,Positive emotion,0.0
mean sliced bread great google bread going revolutionary sxsw,Positive emotion,0.0
sis julie life death rockaroke struggle win ipad fandango sxsw party hole bad religion far,Positive emotion,0.0
want likability virgin trustworthiness zappos product apple mention pnid sxsw enchantment,Positive emotion,0.0
looks like laptop dock motorola atrix android phone att awesome sxsw link,Positive emotion,0.0
partying like 1986 last time privacy law updated google aclu sxsw mention maggie maes pic link,Positive emotion,0.0
first line mention sxsw mention store ipad2 mention apple store sxsw pic link,Positive emotion,0.0
mad long line google party maggie maes hope worth 80s theme optimistic sxsw,Positive emotion,0.0
apple selling ipad 2 sxsw california great building cult followings link,Positive emotion,0.0
whos killing chevytweethouse mention ipad dj sxsw link,Positive emotion,0.0
ipad2 delivery pop mention store mention quite possible sxsw sxswi link,Positive emotion,0.0
never realized story meaning behind every google logo cool loving hearing googledoodle team gsdm sxsw,Positive emotion,0.0
ipad 2 taking sxsw im prepared fun weekend career,Positive emotion,0.0
google eat rhizome sxswk sxsw mention hilton link,Negative emotion,1.0
omg still line new ipad n dieing hunger sxsw else line,Positive emotion,0.0
welcome ipad 2 owners new used ipad owners theres room everyone party sxsw postpc,Positive emotion,0.0
google launch facebook competitor circles mention sxsw today thought creeper halffriends world disappointed,Negative emotion,1.0
suck rt mention rt mention google preview major new social service circles sxsw today link,Negative emotion,1.0
google take world sxsw mention acc ballroom w 97 others link,Positive emotion,0.0
look people sxsw ipad 1s shame,Negative emotion,1.0
want yall know apple built pop store 3 days selling ipad2 wow sxsw link,Positive emotion,0.0
yes gowalla wins best andoid app team android choice awards thanks sxsw,Positive emotion,0.0
hello holler gram come take look new first ipad app link hollergram sxsw,Positive emotion,0.0
realllllllly need upgrade phone haha rt mention 10 iphone apps you\x89ûªll probably need use sxsw link,Positive emotion,0.0
feel silly figure update sxsw mobile app android doesnt seem quotoptionsquot bottom left button,Negative emotion,1.0
really good look ie9 today mention sxsw apple fanboy impressed,Positive emotion,0.0
really hoping sxsw would bring android version mention oh well maybe somedaya long time,Negative emotion,1.0
overload info delivered google kill discovery google says ppl wont lose curiosity wonderwe need serendipity sxsw,Negative emotion,1.0
downloaded ipad app countering jetlag austin sxsw,Positive emotion,0.0
downloaded sxsw go app android market lets get ittttt,Positive emotion,0.0
downloaded asddieu app preparation sxsw pumped need check link app events networking,Positive emotion,0.0
mention lol sxsw apple pop store ipad 2s flying shelves hipster feeding frenzy,Positive emotion,0.0
wow long queue people apple pop store bought 3 ipads sxswmention roomnokiaconnects,Positive emotion,0.0
mention look rt mention new ubersocial iphone app store includes uberguide sxsw link,Positive emotion,0.0
mention looks like could get ipad2 link apple sxsw,Positive emotion,0.0
expect lots buzz ipad 2 sxsw since comes tomorrow support flash maybe link elonsxsw,Positive emotion,0.0
kinda jealous ubiquity ipads heresxsw,Positive emotion,0.0
lot love google apis session visualizing government data mention sxsw including maps maps api fusion tables refine,Positive emotion,0.0
mention love ipad2 got one popup apple store sxsw attendees,Positive emotion,0.0
mention love yall sxsw come im getting login authorization error almost every time open app iphone,Negative emotion,1.0
apple employee psyches line pop shop sxsw moments ipad 2 goes sale link,Positive emotion,0.0
apple employees showed force sxsw popup apple store ipad2,Positive emotion,0.0
mention luckily mention pop store sxsw,Positive emotion,0.0
hey lucky dogs sxsw ipads check holler gram app link,Positive emotion,0.0
failure google buzz google latitude google circle seriously google needs concentrate search fail google sxsw,Negative emotion,1.0
lustre pearl teamandroidsxsw cause love android geeks sxsw link,Positive emotion,0.0
mr heavenly aka band w michael cera ready rock bat bar sxsw iphone cameras de rigeur,Positive emotion,0.0
timely sxsw rt mention bings search engine share continues rise 136 google still tops 654 link,Positive emotion,0.0
hmmonly 9 sxsw rightbrain mwrc11 leftbrain rt mention mention sxsw 9 10 attendees mac ipad,Positive emotion,0.0
finally get everyone buy facebook google introduces circle fair stop innovation people sxsw,Negative emotion,1.0
finally get everyone buy facebook google introduces circles fair stop innovation people sxsw,Negative emotion,1.0
really long line get aclu google party sure wait sxsw,Positive emotion,0.0
beautifully smart simple idea rt mention mention wrote hollergram ipad app sxsw link,Positive emotion,0.0
know im late game really dig flipboard ipad sxsw,Positive emotion,0.0
sad im missing ipad 2 launch south sounds chill sxsw ipad jk,Positive emotion,0.0
got many cool things sxsw headsets usb drives iphone chargers galore earphones must 1k products rad,Positive emotion,0.0
googles marissa mayer awesome sxsw marissagoogle link,Positive emotion,0.0
googles marissa mayer locationbased fast fun future link sxsw sxswi,Positive emotion,0.0
googles marissa mayer next sxsw looking forward,Positive emotion,0.0
googles marissa mayer quotthe mobile phone cursor connects physical digital worldsquot sxsw,Positive emotion,0.0
watching marissa mayer talk advanced future google locationbased amp augmented reality projects cool sxsw sxswi,Positive emotion,0.0
mention massive lines sxsw apple storeagree wait perhaps late early adopter,Positive emotion,0.0
googles mayer google maps route around feature saves 2 yrs drive time every day missed amount gas saves anyone sxsw,Positive emotion,0.0
want time said ipad rt mention schedule heavier laptop wheres ipad already sxsw,Positive emotion,0.0
omg sign rt mention officially sxsw come mention grill amp you\x89ûªll get make iphone case,Positive emotion,0.0
yup rt mention mention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot,Positive emotion,0.0
nice rt mention apple open popup store sxsw festival link sxsw ipad mac,Positive emotion,0.0
yawn rt mention apple set open popup shop sxsw interactive conference link apple ipad2,Positive emotion,0.0
yay rt mention apple opening temp store austin sxsw link via mention ipad2\x89û\x9d,Positive emotion,0.0
rocking mention notes sxsw working awesome mbp iphone app sync transparently,Positive emotion,0.0
new mention android 30 great cant wait use sxsw,Positive emotion,0.0
guess mention excuse get ipad 2 link sxsw,Positive emotion,0.0
haha rt mention many dont use apple cause one uses windows voluntarily kawasaki thisisdare sxsw,Positive emotion,0.0
yay rt mention hoot new blog post hootsuite mobile sxsw updates iphone blackberry amp android link,Positive emotion,0.0
haha rt mention ill bet theres lot nerds sxsw using iphone light saber app barroom brawls instead fists,Positive emotion,0.0
lol rt mention ill bet theres lot nerds sxsw using iphone light saber app barroom brawls instead fists,Positive emotion,0.0
cool rt mention rumor apple opening temporary store downtown austin sxsw ipad 2 link,Positive emotion,0.0
srsly \x89ûïmention rumor apple temporary store downtown austin sxsw ipad 2 launch link,Positive emotion,0.0
yup rt mention ipad envy roof thanks every person sxsw,Positive emotion,0.0
fab rt mention rt mention mention spilled beans next platform 4 flipboard iphoneworkin sxflip sxsw sxswi,Positive emotion,0.0
lucky \x89ûïmention rt mention scored mophie juice pack tradeshow sxsw double iphone battery\x89û\x9d,Positive emotion,0.0
sweet mention rt mention opening temporary store downtown austin sxsw ipad 2 launch link,Positive emotion,0.0
wow rt mention rt mention google launch major new social network called circles possibly today link sxsw,Positive emotion,0.0
zomg rt mention special apple store sxsw ipad line block long plixicom p 83323324 plixicom p 83323414,Positive emotion,0.0
thanks mention lovin mention app update iphone sure download amp familiarize w sxsw usguys,Positive emotion,0.0
casually mentioned forecast dow six days ahead based google mood analysis twitter data sxsw smvis imrich,Positive emotion,0.0
marcelosomers new version google maps mobile pretty amazing vector based amp fast sxsw marcelosomers link,Positive emotion,0.0
mention might need go apple today think quotsquot quotxquot quotwquot keys worn sxsw,Negative emotion,1.0
got mine amp disagree rt mention peter cashmore ipad 2 minor improvement worth unless youve 2 burn sxsw,Negative emotion,1.0
within month ipad severely autistic 9 year old mastered puzzles games sxsw poursite,Positive emotion,0.0
strong rumours abt google unveiling new social network called circles sxsw look interesting link,Positive emotion,0.0
google amp bavc launch impact dashboard sxsw web app collect host visualize data real time bavcorg impact,Positive emotion,0.0
doodle competition invite kids create doodles winners put googlecom celebrate awesomeness googledoodle sxsw,Positive emotion,0.0
initial impressions white ipad 2 awesome seems much quicker web browsing even shitty wifi sxsw,Positive emotion,0.0
apple trumps nvidia tablet gaming link entry friends house sxsw,Positive emotion,0.0
really tempted get ipad 2 sxsw,Positive emotion,0.0
nope seems google circles launch today link sxsw,Negative emotion,1.0
apple seems winning app world sxsw,Positive emotion,0.0
seattle sxsw peeps today replacement iphone hand im back action,Positive emotion,0.0
mention twitter iphone app days heading sxsw want tweet lot help,Negative emotion,1.0
restored apple made smart phone im unleash hell sxsw,Positive emotion,0.0
got hand ipad 2 sxsw mixed feelings magnetic cover overall great improvemnt,Positive emotion,0.0
got ipad 2 courtesy pop store austin yay sxsw allowing amount available ipads rise,Positive emotion,0.0
got ipad 2 white 64gb wifi blue cover thing sell sxsw apple store link,Positive emotion,0.0
mention iphone crashed amp fresh restore amp lost fave dali canvas pak ever get back also mention sxsw,Negative emotion,1.0
today last day apple popup sxsw vacation starts tomorrow great experience,Positive emotion,0.0
time late night ipad2 purchase sxsw mention apple store sxsw w 75 others link,Positive emotion,0.0
got mophie juice pack plus iphone 4 im ready sxsw double battery life ftw,Positive emotion,0.0
sound voice shot exploiting apple amp best buys 14day return policy imacs brilliant sxsw,Positive emotion,0.0
sound voice shot exploiting apple amp best buys 14day return policy imacs brilliant sxsw link,Positive emotion,0.0
ahhh darn rt mention mention mention according mention google confirmed launching sxsw,Negative emotion,1.0
\x89ûïmore 35 million miles day driven google maps navigation assistedquot marissa mayer sxsw gps biz toast,Positive emotion,0.0
australian business amp notforprofits may interested seo insights google amp bing sxsw link digibiz,Positive emotion,0.0
fun creating dynamic google doc mention opposite sides killcommunity room sxsw,Positive emotion,0.0
rtmention crowley cashmore think ipad 2 minor step tell people standing line sxsw apple popup store,Positive emotion,0.0
rtmention google launch major new social network called circles possibly today link sxsw twnp socmedia,Positive emotion,0.0
lose hour tonight sxsw attendees blame microsoft apple get credit fixing christmas,Positive emotion,0.0
please hear people talk ipad 2 preferrably sxsw hashtags really deficit life,Negative emotion,1.0
innovation banking coming mobile innovators apple google verizon sxsw bankinnovation,Positive emotion,0.0
sxsw tron ipad app swish behind scenes footage amp directors notes syncs blueray playing film,Positive emotion,0.0
think ipad eminent typing thoughtful notes phone working mac book big handwriting ridic sxsw day 2 conquered,Positive emotion,0.0
verizon iphone kicking hairy butts sxsw hows atampt phone sxsw,Positive emotion,0.0
verizon iphone kicking hairy butts sxsw hows atampt phone sxsw link,Positive emotion,0.0
woman great fessing issues admitting google could better sxsw,Negative emotion,1.0
lisa cohen announced mention iphone app month sweet comcom sxsw,Positive emotion,0.0
mike tyson launched iphone game mention sxsw link tech news link,Positive emotion,0.0
wanting line unconfirmed apple popup store ipad 2 sxsw,Positive emotion,0.0
waiting line ipad 2 said may leftcrossing fingers sxsw,Positive emotion,0.0
rtmention love mention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot,Positive emotion,0.0
order 2 week wait rt mention decided need ipad usguys sxsw,Positive emotion,0.0
left brain search google right brain search x best session today covering semantic web recommendations sxsw link,Positive emotion,0.0
never seen many apple products life sxsw,Positive emotion,0.0
never seen many heads turn one point someone apple asks question reid hoffman sxsw,Positive emotion,0.0
podcast social business summit 2011 austin link mention mention sxsw listened new iphone delight,Positive emotion,0.0
rtmention ts rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,Positive emotion,0.0
sitting floor behind guy whos fondling new ipad 2 disturbing way sxsw,Negative emotion,1.0
sitting ground waiting ipad austin apple popup store sxsw geek link,Positive emotion,0.0
windows scarborough building corner 6th amp congress blacked apple popup store born sxsw welivehere,Positive emotion,0.0
ive taken sxsw iphone ipad apps granted realizing amazing apps big applause designers devs sxsw,Positive emotion,0.0
town sxsw sure check us using google places foursquare kick ass deals foursquare googleplaces,Positive emotion,0.0
fun w mention new checkins feature iphone see mention latest article quotroll 4squarequot link sxsw,Positive emotion,0.0
mike tyson wants iphone knockout sxsw cnet blogs link,Positive emotion,0.0
rtmention whats going sxsw today share photos video ireport link cnn iphone app,Positive emotion,0.0
fun google analytics berklee topspin class havent used great info marketing music sxsw,Positive emotion,0.0
arent apples rt mention woke sandwiched iphone ipad forgot much sxsw like geek spring break,Positive emotion,0.0
didnt get ipad 2 im sxsw yes depressed,Positive emotion,0.0
lol dont see single pc user around me\x89ûójust macbooks ipads web devs definitely apple folks sxsw apple,Positive emotion,0.0
groupedin nice app groups aber leider nur fìr iphone link sxsw,Positive emotion,0.0
ipad 2 sync complete im live livingthedream sxsw,Positive emotion,0.0
testing ncaa mmod ipad app sxsw session flawless livesteam bracket show atampt ad atrix makes sense mute though,Positive emotion,0.0
grrrplancast stuff exported google calendar san diego pacific time shift central tme wack sxsw,Negative emotion,1.0
cancel trip austin sxsw today im weather found great itunes mix sxsw artists amp freelink,Positive emotion,0.0
including emotional thing ipad barrydiller sxsw pnid,Positive emotion,0.0
james franco going notes sxsw speech ipad 2 vs android vs world got ipad days ago feels like expert already,Positive emotion,0.0
crowley cashmore think ipad 2 minor step tell people standing line sxsw apple popup store checkins,Positive emotion,0.0
wow demand ipad 2 insatiable seems sold everywhere austin texas suppose sxsw town isnt helping,Positive emotion,0.0
line around corner ipad2 sxsw say wait ive already got two cameras iphone sorry apple,Negative emotion,1.0
anyone find makeshift apple store sxsw yet,Positive emotion,0.0
surrounded lots ipad 2 boxes sxsw,Positive emotion,0.0
sxsw attendees come see aquent booth 1415 sxsw trade show might win ipad 2,Positive emotion,0.0
bereft wanderer white cord limp lifeless outlet iphone sxsw poetry,Negative emotion,1.0
hey vufinders awesome new update mention iphone app link 3x speedup object tagging outside sxsw conf hours,Positive emotion,0.0
really finding enjoying ipad design principles well done tapworthy useful clear points throughout sxsw,Positive emotion,0.0
google finding new ways help small business say place page sxsw heres overview link,Positive emotion,0.0
google handing free pi pi day sxsw win,Positive emotion,0.0
cant handle everyones tweets new flipboard jealous thinking taking plunge buying ipad sxsw,Positive emotion,0.0
man panhandling ipad 2 sxsw what\x89ûªs world coming ipad apple tablet sxsw,Negative emotion,1.0
team android party come mention table amp show us appolicious app yr phone enter win nexus link sxsw,Positive emotion,0.0
free android tshirt sxsw link,Positive emotion,0.0
domo iphone amp android app share facebook strangers link via mention domo sxsw,Positive emotion,0.0
iphone sxsw app would b pretty awesome didnt crash every 10mins extended browsing fuckit illmakeitwork,Negative emotion,1.0
best iphone accessory sxsw link rockstache techsmith istache via mention,Positive emotion,0.0
sxsw iphone app awesome ipad app crashes every time sxsw,Negative emotion,1.0
im line ipad 2 mention mention sxsw,Positive emotion,0.0
whoa line ipad2 3blks long apple austin sxsw,Positive emotion,0.0
anyone address yeasayer concert tonight google maps failing sxsw,Negative emotion,1.0
anyone news sxsw ipad 2 musthave course link,Positive emotion,0.0
anyone know mention store sxsw still ipad 2s stock,Positive emotion,0.0
asked one booth people apple paid every single booth show product ipad2s said idontbelieve sxsw,Negative emotion,1.0
one least helpful sessions sxsw leave session amp read ipad design notes instead link uxdes,Positive emotion,0.0
one three best apps weve seen sxsw link,Positive emotion,0.0
everyone works google genius seriously smart artistic sxsw,Positive emotion,0.0
apple opened popup store sxsw release ipad 2 quite scene geek power link,Positive emotion,0.0
lonely job protecting ipad 2 someones got ta link sxsw,Positive emotion,0.0
thewildernessdowntowncom best show sxsw googles thomas gayno quotit like choreography browser windowsquot sxsw,Positive emotion,0.0
internet blurs link ipad fades link \x89ûò mention sxsw,Negative emotion,1.0
googles new quotroutearoundquot feature gives 3 alternate routes avoid traffic collectively saving drivers 2 yrs day sxsw,Positive emotion,0.0
mention new ipad apps speech therapy communication showcased mention sxsw conference link sxswi assistivetech,Positive emotion,0.0
mention new ipad apps speech therapy communication showcased sxsw conference link augcomm hcsm mhealth,Positive emotion,0.0
covet new ipad link sxsw,Positive emotion,0.0
buying 2 new ipads mention geekdate apple sxsw ipad2,Positive emotion,0.0
googles new version maps already saved pp 2yrs time spent locating places since launch earlier week sxsw,Positive emotion,0.0
random news tech exclusive shot sxsw popup apple store link tt ff,Positive emotion,0.0
mention news sxsw lots ipad bashing everyone wants one even mention consistent theme,Positive emotion,0.0
wowwwwww next google maps amazing sxsw,Positive emotion,0.0
guy next using ipad 2 periscope sxsw,Positive emotion,0.0
sweet danfung dennis demoing immersive video rig ipad platform used hell back sxsw party,Positive emotion,0.0
interesting quotmention quotgoogle looks technical solutions theyre great mention community human solution sxsw\x89û\x9d,Negative emotion,1.0
debating brands role publishers sxsw enjoyed heard google doodle guys,Positive emotion,0.0
im looking forward panel tomorrow 5pm sxsw left brain search google right brain search x link,Positive emotion,0.0
im looking forward smcdallas pre sxsw party wed hoping ill win ipad resulting shameless promotion chevysmc,Positive emotion,0.0
tweeting sxsw pretty non existent today thanks mention iphone app fail hootsuite epic replacement owllove,Negative emotion,1.0
im missing apples even opened temporary store downtown austin says mention hope mention got passport sxsw,Positive emotion,0.0
interesting presentation building netflix iphone app sxsw link,Positive emotion,0.0
interesting rt mention google analytics track offsite links virtual pg views using script moreknowledge sxsw mitharvard,Positive emotion,0.0
well ipad really perfect device sxsw,Positive emotion,0.0
interesting tidbit apple designed ipad 2 case designing actual device sxsw,Positive emotion,0.0
whos going sxsw apple store therelink aapl,Positive emotion,0.0
going mock technerds coming sxsw stand 4hour line ipad 2 remembered horror movies,Negative emotion,1.0
interesting see yellow pages ipad app come example good practice sxsw,Positive emotion,0.0
starting think blackberry like abacus phones damn u iphone sxsw wanted abacus,Negative emotion,1.0
ipad unloaded sxsw popup store awesome link,Positive emotion,0.0
ipad lounge mention free daily sxsw free coffee ipad art recharge refresh åç austin details link,Positive emotion,0.0
mention nice sxsw song mention don\x89ûªt hack write rails deliver sell work google link,Negative emotion,1.0
mention nice meeting last night confession installed mention ipad amp really like sxsw,Positive emotion,0.0
mention nice move apple sxsw center apple fanboydom next week,Positive emotion,0.0
mention nice vid ipad 2 sxsw hope mention behind camera link,Positive emotion,0.0
mention nice work organizing apple popup store wish austin sxsw,Positive emotion,0.0
google denies launch major new social network circles sxsw including tim oreily say exists awesome,Positive emotion,0.0
apple opening popup store sxsw cool another reason im pissedimnotgoingtosxsw link,Positive emotion,0.0
apple opening store downtown atx wknd time sxsw ppl buy ipad 2 \x89ûïmention link,Positive emotion,0.0
apple opening downtown austin pop store sxsw rt mention even begins apple wins sxsw link,Positive emotion,0.0
apple opening popup store austin congress 6th sell new ipads sxsw link,Positive emotion,0.0
apple opening popup store austin sxsw link phew beginning panic thanks steve sxsw,Positive emotion,0.0
apple opening popup store austin sxsw link lt ya got ta hand apple always innovating apple sxsw,Positive emotion,0.0
im listening get talib kweli via discovr app iphone im plane sxsw love gogo link,Positive emotion,0.0
apple opening temporary store downtown austin sxsw ipad 2 launch link,Positive emotion,0.0
great evening w mention mention karateka castle wolfenstein choplifter apple classics sxsw oldsko0l,Positive emotion,0.0
also thanks apple releasing ios 43 time sxsw installed leaving home,Positive emotion,0.0
dan neumann announced launch organics first consumerfacing ipad app broadfeed sxsw check,Positive emotion,0.0
youre gon na want iphone apps youre heading sxsw today 10 hot ones download away link,Positive emotion,0.0
mypov winner popup apple store chevy cruze losers investors propping frothy startups w enterprise strategy sxsw,Positive emotion,0.0
keep winning shit thanks mention killer ipad case sxsw,Positive emotion,0.0
